material_number,fiscal_month,pcf_amt,pcf_units
K1050559,2024M3,0,0
K1050643,2024M3,0,0
K1050655,2024M3,476,8
K1060010,2024M3,16471,396
K1060022,2024M3,2925,29
K1060028,2024M3,43714,804
K1060041,2024M3,2493,28
K1060046,2024M3,2021,25
K1060155,2024M3,4525,65
K1060185,2024M3,16607,256
K1060191,2024M3,0,0
K1060207,2024M3,0,0
K1060224,2024M3,5112,65
K1060227,2024M3,4324,69
K1060243,2024M3,3812,77
K1060251,2024M3,28332,459
K1060251-1,2024M3,11222,179
K1060251-2,2024M3,6768,108
K1060274,2024M3,0,0
K1060283,2024M3,17503,341
K1060319,2024M3,1602,13
K1060329,2024M3,1847,20
K1060391,2024M3,19683,40
K1060393,2024M3,10383,18
K1060405,2024M3,0,0
K1060487,2024M3,1153,15
K1060489,2024M3,5548,102
K1060540,2024M3,0,0
K1060549,2024M3,0,0
K1060611,2024M3,2268,18
K1060650,2024M3,1445,41
K1060688,2024M3,113,1
K1060724,2024M3,8384,42
K1121763,2024M3,4202,50
K1121830,2024M3,784,8
K1124233,2024M3,4761,95
K1126415,2024M3,7410,85
K1126416,2024M3,11653,159
K1126812,2024M3,8849,112
K1126883,2024M3,934,1104
K1127684,2024M3,3651,76
K1127693,2024M3,2399,4
K1128160,2024M3,0,0
K1128203,2024M3,3117,3
K1129502,2024M3,4177,28
K1129539,2024M3,24607,478
K1129657,2024M3,22284,392
K1129930,2024M3,960,19
K1131030,2024M3,4424,126
K1132047,2024M3,10661,216
K1132114,2024M3,592,11
K1132159,2024M3,7646,94
K1132289,2024M3,276,2
K1132289-1,2024M3,3023,22
K1133295,2024M3,0,0
K1133444,2024M3,0,0
K1133449,2024M3,2291,37
K1134702,2024M3,1690,18
K1135600,2024M3,370385,800
K1135606,2024M3,153276,550
K1136453,2024M3,2311,20
K1136510,2024M3,2270,17
K1138171,2024M3,1160,5
K1138370,2024M3,15002,132
K1139065,2024M3,3662,28
K1139190,2024M3,989,9
K1139980,2024M3,2876,25
K1140572,2024M3,0,0
K1140573,2024M3,0,0
K1140588,2024M3,0,0
K1140731,2024M3,9012,138
K1141456,2024M3,0,0
K1141797,2024M3,0,0
K1141798,2024M3,0,0
K1142227,2024M3,0,0
K1142228,2024M3,16481,371
K1142609,2024M3,0,0
K1142636-4,2024M3,88930,1139
K1143004,2024M3,7123,80
K1143046,2024M3,12342,113
K1143403,2024M3,0,0
K1143832,2024M3,8380,90
K1144296,2024M3,4120,34
K1144762,2024M3,0,0
K1144876,2024M3,0,0
K1146079,2024M3,600,54
K1146228,2024M3,0,0
K1147050,2024M3,21863,105
K1147622,2024M3,0,0
K1148154,2024M3,6724,12
K1148741,2024M3,2105,40
K1149192,2024M3,22772,500
K1149408,2024M3,164,1
K1151027,2024M3,0,0
K1151666,2024M3,7941,55
K1151701,2024M3,3713,15
K1151721-4,2024M3,2817,50
K1152919,2024M3,14062,52
K1152921,2024M3,9331,50
K1153247,2024M3,304,1
K1153619,2024M3,13000,213
K1154384,2024M3,0,0
K1155069,2024M3,0,0
K1155361,2024M3,1982,5
K1155565,2024M3,0,0
K1155589,2024M3,2069,29
K1156373,2024M3,1379,5
K1156973,2024M3,15108,205
K1157163,2024M3,0,0
K1157164,2024M3,20303,184
K1157247,2024M3,1624,6
K1157485,2024M3,24109,147
K1157959,2024M3,0,0
K1158221,2024M3,9917,680
K1158881,2024M3,8339,115
K1158969,2024M3,4883,10
K1159396,2024M3,0,0
K1159711,2024M3,14218,50
K1159712,2024M3,2886,100
K1159914,2024M3,84724,1355
K1160848,2024M3,3535,50
K1161557,2024M3,0,0
K1162088,2024M3,6527,89
K1162401,2024M3,1646,13
K1162551,2024M3,6396,50
K1162563,2024M3,0,0
K1162721,2024M3,7873,125
K1163225,2024M3,10267,75
K1163464,2024M3,0,0
K1163644,2024M3,6516,45
K1163793,2024M3,0,0
K1163949,2024M3,0,0
K1164036,2024M3,7445,49
K1165753,2024M3,0,0
K1166595,2024M3,60627,592
K1167013,2024M3,27887,615
K1167015,2024M3,11937,264
K1167015-4,2024M3,1628,36
K1167017,2024M3,678,15
K1167031,2024M3,43116,300
K2006976,2024M3,538,87
K2009661,2024M3,1609,100
K2009904,2024M3,7332,50
K2015358,2024M3,27801,500
K2017835,2024M3,11138,33
K2018276,2024M3,1476,5
K2018278,2024M3,17127,55
K2018280,2024M3,0,0
SRK13-MDA-32A-001,2024M3,10025,402
SRK13-MDB-32A-001,2024M3,8381,336
SRK15-MDC-32A-001,2024M3,2041,174
SRK15-MDE-32A-001,2024M3,1982,169
SRK15-MDF-32A-001,2024M3,2023,174
SRK15MDA32A001G003,2024M3,1570,110
SRK15MDB32A001G003,2024M3,2381,242
YDT04-08PA-P027000,2024M3,6210,1161
YDT04-2P-P06000000,2024M3,4364,1851
YHD34-24-91PE-0720,2024M3,7840,404
YHDP24-18-14PEC041,2024M3,62324,14345
YHDP24-18-14PEL024,2024M3,34121,6908
YHDP24-18-20PEL024,2024M3,1987,256
YHDP24-24-18PEL024,2024M3,6328,1095
YHDP24-24-19PEL024,2024M3,1927,280
YHDP24-24-19SEL024,2024M3,759,94
YHDP24-24-21PEL024,2024M3,14437,2204
YHDP24-24-23PEL024,2024M3,1261,163
YHDP24-24-29PEL024,2024M3,9482,1748
YHDP24-24-31PEL024,2024M3,3736,585
YHDP24-24-35PEL024,2024M3,20,2
YHDP24-24-47PEL024,2024M3,6533,847
YHDP24-24-7PN-CL22,2024M3,7471,687
YHDP24-24-91PEL024,2024M3,962,65
YHDP24-24-9PE-L024,2024M3,31715,6345
YHDP26-18-14SECL20,2024M3,8516,1312
YHDP26-18-14SEL024,2024M3,29090,5399
YHDP26-18-20SEL024,2024M3,1976,191
YHDP26-24-18SEL024,2024M3,8302,1187
YHDP26-24-19PEL024,2024M3,4082,515
YHDP26-24-19SEL024,2024M3,3787,435
YHDP26-24-21SEL024,2024M3,11789,1926
YHDP26-24-23SEL024,2024M3,4795,516
YHDP26-24-29SEL024,2024M3,11179,1795
YHDP26-24-31PEL024,2024M3,1143,138
YHDP26-24-31SEL024,2024M3,3357,505
YHDP26-24-35PEL017,2024M3,2264,216
YHDP26-24-47SEL024,2024M3,11252,1519
YHDP26-24-7SN-CL22,2024M3,3234,334
YHDP26-24-9SE-L024,2024M3,5554,730
0209-001-0000,2024M4,139866,24624
0504-001-4001,2024M4,1632,406
0504-002-4001,2024M4,1344,372
0504-005-3801,2024M4,2003,933
0942318R02,2024M4,18484,5673
1-1418390-1,2024M4,279710,593527
1-1418437-1,2024M4,20691,23126
1-1418448-1,2024M4,206948,477937
1-1418448-2,2024M4,103138,265086
1-1418469-1,2024M4,102321,191890
1-1418479-1,2024M4,161446,295767
1-1418480-1,2024M4,95909,169162
1-1418483-1,2024M4,197532,466047
1-1418883-1,2024M4,548961,139438
1-1563759-1,2024M4,272104,248015
1-1563878-1,2024M4,45508,43993
1-1564297-6,2024M4,139364,29711
1-1564330-1,2024M4,71407,69176
1-1564337-1,2024M4,152299,163523
1-1564407-1,2024M4,201772,139727
1-1564412-1,2024M4,35098,31564
1-1564414-1,2024M4,46766,45597
1-1564416-1,2024M4,76233,84181
1-1564512-1,2024M4,34591,51820
1-1564514-1,2024M4,80344,86546
1-1564518-1,2024M4,93883,64903
1-1564520-1,2024M4,311400,225856
1-1564522-1,2024M4,17443,14167
1-1564526-1,2024M4,217596,128270
1-1564528-1,2024M4,19197,16128
1-1564530-1,2024M4,26244,22805
1-1564534-1,2024M4,7474,6058
1-1564536-1,2024M4,15258,10691
1-1564542-1,2024M4,170537,306143
1-1564544-1,2024M4,100197,151910
1-1564546-1,2024M4,22796,23475
1-1670214-1,2024M4,17545,18094
1-1670730-1,2024M4,44608,88828
1-1670894-1,2024M4,25162,22599
1-1670901-1,2024M4,8848,6881
1-1703639-1,2024M4,298176,304069
1-1703648-1,2024M4,11661,17176
1-1703773-1,2024M4,25714,49762
1-1703808-1,2024M4,46323,65712
1-1703818-1,2024M4,78449,140504
1-1703820-1,2024M4,39031,51350
1-1703839-1,2024M4,21315,22518
1-1703841-1,2024M4,60512,87551
1-1703843-1,2024M4,42399,63052
1-1718324-1,2024M4,294098,92965
1-1718484-1,2024M4,109759,166710
1-1718484-2,2024M4,44228,58943
1-1718484-3,2024M4,15811,23172
1-1718484-4,2024M4,7231,9523
1-1718485-1,2024M4,50624,92823
1-1718485-2,2024M4,23695,43707
1-1718485-3,2024M4,8383,16664
1-1718485-4,2024M4,11592,13993
1-1718485-5,2024M4,2092,3190
1-1718485-6,2024M4,8215,11192
1-1823498-1,2024M4,7698,1110
1-2112041-1,2024M4,138775,50278
1-2112041-2,2024M4,37673,15096
1-2112699-1,2024M4,12779,727
1-2112700-1,2024M4,4577,320
1-2141481-1,2024M4,1483,72
1-2141738-1,2024M4,3087,123
1-2141738-2,2024M4,713,29
1-2141846-1,2024M4,51821,96499
1-2141846-2,2024M4,16929,31595
1-2141846-3,2024M4,1241,2475
1-2141846-4,2024M4,0,0
1-2141847-1,2024M4,20936,29914
1-2141847-2,2024M4,21762,31214
1-2141847-3,2024M4,6827,10039
1-2177566-1,2024M4,866,52
1-2177566-2,2024M4,790,45
1-2208157-1,2024M4,10886,3625
1-2208685-6,2024M4,9473,1795
1-2272733-1,2024M4,62412,10030
1-2272733-2,2024M4,98517,14443
1-2272733-4,2024M4,31134,6656
1-2272733-5,2024M4,2570,311
1-2272733-6,2024M4,8876,1101
1-2293551-1,2024M4,7246,1657
1-2299782-1,2024M4,22446,22364
1-2299782-2,2024M4,9016,5121
1-2303815-3,2024M4,2229,7272
1-2303815-4,2024M4,9914,29476
1-2303816-4,2024M4,4,5
1-2318696-1,2024M4,27166,7159
1-2322907-1,2024M4,684,308
1-770669-1,2024M4,2252,425
1-776087-1,2024M4,63363,13168
1-776087-4,2024M4,5779,1121
1-776087-5,2024M4,364,81
1-776163-1,2024M4,79406,20173
1-776163-2,2024M4,12070,2178
1-776163-4,2024M4,17832,4254
1-776163-5,2024M4,51604,11674
1-776163-6,2024M4,8643,1235
1-776180-1,2024M4,46737,8350
1-776180-2,2024M4,285,42
1-776180-5,2024M4,4555,668
1-776200-1,2024M4,8432,2709
1-776200-2,2024M4,967,226
1-776200-4,2024M4,5841,2159
1-776200-5,2024M4,5300,1959
1-776228-1,2024M4,25417,6588
1-776228-4,2024M4,20318,4628
1-776228-5,2024M4,8298,2037
1-776230-1,2024M4,23863,3916
1-776230-2,2024M4,23411,3852
1-776230-4,2024M4,17930,3000
1-776231-1,2024M4,87207,12751
1-776231-2,2024M4,48147,6639
1-776231-4,2024M4,15188,2371
1-776231-5,2024M4,46697,6208
1-776231-6,2024M4,6104,814
1-776261-1,2024M4,5399,1764
1-776261-2,2024M4,542,140
1-776262-1,2024M4,52880,17693
1-776262-2,2024M4,1333,375
1-776266-1,2024M4,5216,2063
1-776267-1,2024M4,21859,7296
1-776267-5,2024M4,941,495
1-776275-1,2024M4,8777,3704
1-776275-2,2024M4,364,107
1-776276-1,2024M4,19786,5917
1-776276-2,2024M4,2364,616
1-776279-1,2024M4,0,660
1-776280-1,2024M4,8891,2541
1060-12-0144,2024M4,2765,9351
1060-12-0166,2024M4,95455,958919
1060-12-0222,2024M4,36583,264302
1060-14-0122,2024M4,102828,2032189
1060-14-0144,2024M4,6791,41928
1060-16-0122,2024M4,600374,12313742
1060-16-0144,2024M4,140966,1092570
1060-16-0622,2024M4,405170,6774989
1060-16-0722,2024M4,10274,166650
1060-16-0988,2024M4,118163,885771
1060-16-1222,2024M4,41183,605385
1060-20-0122,2024M4,180433,3805137
1060-20-0144,2024M4,93990,628815
1060-20-0222,2024M4,133027,2493363
1060-20-0244,2024M4,62706,388876
1060-20-0622,2024M4,1364,15028
1062-12-0166,2024M4,184811,1266227
1062-12-0222,2024M4,71333,372626
1062-14-0122,2024M4,314332,3870792
1062-16-0122,2024M4,1555785,19379152
1062-16-0144,2024M4,221263,1335051
1062-16-0622,2024M4,920261,10034285
1062-16-0644,2024M4,354403,1524689
1062-16-0688,2024M4,39853,222658
1062-16-0722,2024M4,9225,103473
1062-16-0988,2024M4,220300,1541796
1062-16-1222,2024M4,119998,1062497
1062-20-0122,2024M4,511368,7181621
1062-20-0222,2024M4,170590,2335602
1062-20-0244,2024M4,87457,398021
1062-20-0377,2024M4,23320,552992
1326396-1,2024M4,53332,5035
1326442-2,2024M4,40287,2703
1326912-2,2024M4,41655,2685
1376886-1,2024M4,52880,13359
1437228-6,2024M4,133080,2223801
1443955-4,2024M4,26760,852
1456551-4,2024M4,10128,1044
1456820-1,2024M4,4060,3659
1456822-1,2024M4,1097,856
1456822-2,2024M4,2358,1841
1456822-3,2024M4,98,76
1456822-4,2024M4,1514,1122
1473416-1,2024M4,165538,53548
1473416-2,2024M4,25550,8843
1732410-3,2024M4,2736,85
1732415-3,2024M4,68914,2430
1732465-2,2024M4,37016,1156
1732492-1,2024M4,247237,8418
1732492-2,2024M4,8040,285
1732509-1,2024M4,2898,67
2-1418390-1,2024M4,159861,327817
2-1418437-1,2024M4,792,800
2-1418448-1,2024M4,42758,98682
2-1418448-2,2024M4,26206,62186
2-1418469-1,2024M4,7824,15309
2-1418479-1,2024M4,13462,19736
2-1418480-1,2024M4,1648,2801
2-1418483-1,2024M4,7572,19217
2-1418883-1,2024M4,271596,70611
2-1437285-2,2024M4,28536,10125
2-1437285-3,2024M4,53637,18254
2-1447232-6,2024M4,27347,4260
2-1563759-1,2024M4,49153,56554
2-1563878-1,2024M4,5564,5323
2-1564330-1,2024M4,25010,22026
2-1564337-1,2024M4,29106,34985
2-1564412-1,2024M4,7095,4226
2-1564416-1,2024M4,9325,11090
2-1564514-1,2024M4,2083,1517
2-1564520-1,2024M4,41962,32070
2-1564526-1,2024M4,14513,9951
2-1564530-1,2024M4,0,0
2-1564532-1,2024M4,6155,3963
2-1564542-1,2024M4,4968,8168
2-1564544-1,2024M4,902,1443
2-1564546-1,2024M4,3318,3908
2-1670730-1,2024M4,4552,8197
2-1670894-1,2024M4,0,0
2-1670901-1,2024M4,4108,2673
2-1703639-1,2024M4,128500,126096
2-1703773-1,2024M4,113,221
2-1703808-1,2024M4,983,1393
2-1703818-1,2024M4,12999,26292
2-1703839-1,2024M4,2120,2259
2-1703841-1,2024M4,2266,3549
2-1703843-1,2024M4,24947,37562
2-1718324-1,2024M4,127733,27977
2-1823498-1,2024M4,9775,1319
2-2293551-1,2024M4,5845,1393
2-2299782-2,2024M4,6381,3783
2-2303816-2,2024M4,0,0
2-2322907-2,2024M4,790,216
2-2323294-1,2024M4,3132,3135
2035378-2,2024M4,233,290
2098148-2,2024M4,5588,372
2098150-2,2024M4,3629,333
2098237-1,2024M4,200,217
2098237-2,2024M4,0,0
2098993-2,2024M4,1029,29
2138576-2,2024M4,113575,3470
2272733-3,2024M4,132208,15336
2272809-1,2024M4,9156,240
2289630-1,2024M4,3602,4042
2289831-1,2024M4,10074,1023
2293819-1,2024M4,2467,346
2293821-1,2024M4,4234,642
2293822-1,2024M4,4192,610
2293823-1,2024M4,4158,569
2296610-1,2024M4,3510,4745
2297129-1,2024M4,0,0
2298173-1,2024M4,2854,585
2298287-1,2024M4,8755,9396
2301339-1,2024M4,2481,142
2310358-1,2024M4,5493,4883
2312536-1,2024M4,22400,15557
2315361-1,2024M4,41991,1292
2320466-1,2024M4,2355,4123
2320931-2,2024M4,0,0
2333580-1,2024M4,13974,1008
2333581-1,2024M4,0,0
2338506-1,2024M4,38928,2373
2338506-2,2024M4,50618,2660
2338508-1,2024M4,77924,5953
2338508-2,2024M4,30762,2274
2338508-3,2024M4,150427,9144
2338508-4,2024M4,38635,2274
2342916-1,2024M4,10913,638
2350937-1,2024M4,53743,12050
2357722-1,2024M4,7192,7641
2358801-1,2024M4,3905,619
2358801-2,2024M4,820,130
2369194-1,2024M4,26163,1300
2373445-1,2024M4,142837,11597
2375459-3,2024M4,15650,3218
2375997-2,2024M4,3202,687
2386145-1,2024M4,0,0
2386148-1,2024M4,12375,640
2819650-1,2024M4,17898,43622
3-1418390-1,2024M4,47308,83004
3-1418448-1,2024M4,12815,30373
3-1418448-2,2024M4,7965,17478
3-1418469-1,2024M4,2002,4487
3-1418483-1,2024M4,4940,11574
3-1418883-1,2024M4,28797,5834
3-1437290-7,2024M4,312256,118283
3-1437290-8,2024M4,71486,20736
3-1437290-9,2024M4,27161,7049
3-1447221-3,2024M4,275465,3876690
3-1447221-4,2024M4,282403,4322342
3-1563510-1,2024M4,89993,5376
3-1563510-2,2024M4,108741,6496
3-1563510-3,2024M4,124305,7440
3-1563510-4,2024M4,112559,6737
3-1563759-1,2024M4,11757,14167
3-1564337-1,2024M4,12041,12790
3-1564412-1,2024M4,1846,1846
3-1564526-1,2024M4,5145,3664
3-1564528-1,2024M4,318,323
3-1564532-1,2024M4,3963,1916
3-1670730-1,2024M4,65,92
3-1670901-1,2024M4,3265,2644
3-1703639-1,2024M4,19102,17668
3-1703839-1,2024M4,1211,1568
3-1703841-1,2024M4,4174,6718
3-1703843-1,2024M4,13648,21971
3-1718324-1,2024M4,28545,5369
3-1719528-1,2024M4,137911,8736
3-1719528-2,2024M4,67188,4256
3-1719528-3,2024M4,11351,720
3-1719528-4,2024M4,11351,720
3-1823498-1,2024M4,2264,245
3-966140-1,2024M4,19679,14615
3-966140-2,2024M4,6404,5129
3-966140-3,2024M4,8101,8025
3-966140-4,2024M4,1262,1749
3-966140-5,2024M4,780,916
3-966140-6,2024M4,14947,8587
4-1418390-1,2024M4,55690,91271
4-1418448-1,2024M4,11889,25005
4-1418448-2,2024M4,13086,27431
4-1418483-1,2024M4,2259,6097
4-1418883-1,2024M4,27330,4781
4-1437290-0,2024M4,264200,111667
4-1437290-1,2024M4,136944,51355
4-1563759-1,2024M4,6732,7563
4-1564337-1,2024M4,17490,19391
4-1564412-1,2024M4,3600,1846
4-1564514-1,2024M4,0,0
4-1564526-1,2024M4,2585,1846
4-1670730-1,2024M4,1274,2343
4-1703841-1,2024M4,797,1273
4-1703843-1,2024M4,23027,38926
4-966140-6,2024M4,3810,799
5-1718321-3,2024M4,355873,102524
5-1718323-1,2024M4,118752,59521
5-2208684-3,2024M4,91672,24226
6-1718321-3,2024M4,85362,19824
6-1718323-1,2024M4,7771,2614
6-2208684-3,2024M4,36375,9947
770669-1,2024M4,3257,802
770669-4,2024M4,2488,650
770680-1,2024M4,506773,153387
770680-2,2024M4,18692,5540
770680-4,2024M4,49631,13978
770680-5,2024M4,17390,5188
776087-1,2024M4,299720,82898
776087-2,2024M4,14452,3169
776087-4,2024M4,3449,750
776087-5,2024M4,1108,210
776163-1,2024M4,215352,50634
776163-2,2024M4,3694,523
776163-4,2024M4,2088,304
776163-5,2024M4,4983,692
776164-1,2024M4,601798,130253
776164-2,2024M4,87172,18431
776164-5,2024M4,123084,23889
776164-6,2024M4,13457,2469
776180-1,2024M4,8128,1251
776180-4,2024M4,903,146
776180-5,2024M4,1713,239
776184-1,2024M4,16450,900
776184-2,2024M4,69078,3016
776184-3,2024M4,16246,795
776184-4,2024M4,4145,213
776184-5,2024M4,13019,1384
776200-1,2024M4,1187,272
776200-4,2024M4,649,216
776228-1,2024M4,70395,21126
776228-4,2024M4,21605,5986
776230-1,2024M4,22194,5739
776230-2,2024M4,0,0
776230-4,2024M4,835,144
776231-1,2024M4,783900,183640
776231-2,2024M4,15601,3043
776231-5,2024M4,61646,11142
776261-1,2024M4,7374,3622
776261-5,2024M4,2924,1075
776262-1,2024M4,67891,25133
776262-4,2024M4,8491,2421
776266-1,2024M4,1611,593
776267-1,2024M4,290990,109806
776267-5,2024M4,1438,425
776273-1,2024M4,273406,109980
776273-2,2024M4,3348,1236
776273-4,2024M4,19113,6747
776275-1,2024M4,3049,1461
776276-1,2024M4,68757,25418
776280-1,2024M4,30124,11215
776280-2,2024M4,9590,3178
776286-1,2024M4,132629,66037
776286-2,2024M4,25179,11444
776358-5,2024M4,0,0
776427-1,2024M4,77629,195085
776427-2,2024M4,9216,20737
776427-3,2024M4,7152,16263
776427-4,2024M4,3408,9386
776429-1,2024M4,44993,93570
776429-2,2024M4,13873,31292
776429-3,2024M4,8059,15841
776429-4,2024M4,10121,22800
776433-1,2024M4,53246,62670
776433-2,2024M4,10960,14227
776433-3,2024M4,8108,10561
776434-1,2024M4,21765,22586
776434-2,2024M4,8441,12856
776434-3,2024M4,3035,3876
776437-1,2024M4,106587,67644
776437-2,2024M4,29028,18171
776437-3,2024M4,17876,11858
776437-4,2024M4,4563,3129
776438-1,2024M4,39323,26799
776438-2,2024M4,12521,8344
776438-3,2024M4,4346,2803
776438-4,2024M4,2621,1835
776487-1,2024M4,28506,43349
776487-2,2024M4,3565,4268
776487-3,2024M4,0,0
776487-4,2024M4,642,555
776494-1,2024M4,43382,40649
776494-2,2024M4,2461,2240
776494-3,2024M4,230,129
776494-4,2024M4,364,168
776495-1,2024M4,19219,17116
776495-2,2024M4,1646,1511
776495-3,2024M4,80,46
776495-4,2024M4,254,76
776497-5,2024M4,37019,4956
776497-6,2024M4,38986,5216
776522-1,2024M4,104679,254763
776522-2,2024M4,28457,76644
776522-3,2024M4,8102,19768
776522-4,2024M4,36662,90567
776523-1,2024M4,92819,201902
776523-2,2024M4,18349,43574
776523-3,2024M4,20075,42602
776523-4,2024M4,12757,28158
776524-1,2024M4,79002,121548
776524-2,2024M4,3732,6840
776524-3,2024M4,3244,6131
776524-4,2024M4,1382,1868
776531-1,2024M4,125671,152288
776531-2,2024M4,49690,63641
776531-3,2024M4,4044,5661
776532-1,2024M4,95394,79107
776532-2,2024M4,9258,8903
776532-3,2024M4,3912,3857
776532-4,2024M4,74,62
776533-1,2024M4,215098,129169
776533-2,2024M4,59008,36040
776533-3,2024M4,47257,29788
776533-4,2024M4,2877,1772
776537-1,2024M4,33083,40059
776537-2,2024M4,23572,31605
776537-3,2024M4,0,0
776538-1,2024M4,34778,32681
776538-2,2024M4,6120,6387
776538-3,2024M4,1735,1683
776538-4,2024M4,0,0
776539-1,2024M4,80331,53983
776539-2,2024M4,15467,10672
776539-3,2024M4,24278,16156
776539-4,2024M4,3707,2798
776603-1,2024M4,32615,4385
8-966140-6,2024M4,6900,2418
9-1355890-1,2024M4,48573,14818
9-966140-1,2024M4,56025,36251
9-966140-2,2024M4,81753,60694
9-966140-3,2024M4,74076,77899
9-966140-4,2024M4,49452,47400
9-966140-5,2024M4,48593,58074
9-966140-6,2024M4,41222,24725
94202103,2024M4,54622,2391
966140-1,2024M4,20057,18073
966140-3,2024M4,22769,25682
966140-4,2024M4,15307,18325
966140-5,2024M4,15876,20491
966140-6,2024M4,7273,3508
967362-1,2024M4,11486,3072
967686-3,2024M4,114437,32384
967686-5,2024M4,16506,4352
967686-6,2024M4,13594,4480
967686-8,2024M4,232,64
AEC14-40PA,2024M4,6539,802
AEC14-40PAE-E019,2024M4,19783,2696
AEC14-40PB,2024M4,424,50
AEC14-40PBE-E019,2024M4,2099,229
AEC14-40PC,2024M4,456,29
AEC16-40SA,2024M4,5388,1021
AEC16-40SAE,2024M4,0,0
AEC16-40SAE-E019,2024M4,12613,1832
AEC16-40SB,2024M4,2781,557
AEC16-40SBE-E019,2024M4,1889,219
AEC16-40SBT-K001,2024M4,189,20
AEC16-40SC,2024M4,1312,191
AEC16-40SD,2024M4,2856,506
AEC17-40PA,2024M4,4504,132
AEC17-40PB,2024M4,10034,289
AEC17-40PC,2024M4,3908,114
AEC17-40PD,2024M4,10127,295
DRC10-24PA-A004,2024M4,17258,1156
DRC10-40P-A004,2024M4,27879,1420
DRC12-24PA,2024M4,26057,3398
DRC12-24PAE,2024M4,15219,1567
DRC12-24PB,2024M4,4463,493
DRC12-24PBE,2024M4,3420,316
DRC12-24PC,2024M4,604,49
DRC12-40PA,2024M4,60300,6540
DRC12-40PAE,2024M4,40100,4183
DRC12-40PB,2024M4,11344,999
DRC12-40PBE,2024M4,748,60
DRC12-40PC,2024M4,2576,219
DRC12-70PA,2024M4,57021,4144
DRC12-70PAE,2024M4,114042,9137
DRC12-70PB,2024M4,10413,602
DRC12-70PBE,2024M4,29601,2130
DRC12-70PCE,2024M4,208,12
DRC12-70PD,2024M4,305,13
DRC12-70PDE,2024M4,0,0
DRC14-24PA,2024M4,4147,419
DRC14-24PAE,2024M4,1409,146
DRC14-40PA,2024M4,9377,985
DRC14-70PA,2024M4,1549,105
DRC16-24SA,2024M4,30972,3651
DRC16-24SA-P013,2024M4,19157,2921
DRC16-24SAE,2024M4,14874,1745
DRC16-24SAE-P013,2024M4,4160,398
DRC16-24SB-P013,2024M4,4272,284
DRC16-24SBE-P013,2024M4,24447,1777
DRC16-24SC,2024M4,223,21
DRC16-24SC-P013,2024M4,909,102
DRC16-40S,2024M4,41988,3272
DRC16-40S-P013,2024M4,14806,1477
DRC16-40SE,2024M4,20445,1410
DRC16-70SA,2024M4,34018,2366
DRC16-70SA-P013,2024M4,36697,2319
DRC16-70SA-P066,2024M4,0,0
DRC16-70SA-PP05,2024M4,2226,159
DRC16-70SAE,2024M4,48401,3127
DRC16-70SAE-P013,2024M4,53433,4564
DRC16-70SAE-P013UK,2024M4,10287,586
DRC16-70SAE-P066,2024M4,16281,1319
DRC16-70SB,2024M4,2916,181
DRC16-70SB-P013,2024M4,7186,486
DRC16-70SB-P066,2024M4,0,0
DRC16-70SB-PP05,2024M4,821,53
DRC16-70SBE,2024M4,9363,641
DRC16-70SBE-P013,2024M4,22022,1557
DRC16-70SBE-P013UK,2024M4,7756,428
DRC16-70SBE-P066,2024M4,0,0
DRC16-70SC,2024M4,1307,58
DRC16-70SC-P013,2024M4,1994,81
DRC16-70SCE,2024M4,16611,1170
DRC16-70SCE-P013,2024M4,13300,768
DRC16-70SCE-P013UK,2024M4,20811,1179
DRC16-70SD-P013,2024M4,376,19
DRC16-70SDE,2024M4,20653,1460
DRC16-70SDE-P013UK,2024M4,25134,1422
DRC18-40SA,2024M4,14057,1024
DRC18-40SA-P013,2024M4,39220,3708
DRC18-40SAE,2024M4,29034,2003
DRC18-40SAE-P013,2024M4,43881,2825
DRC18-40SB,2024M4,7766,528
DRC18-40SB-P013,2024M4,11571,898
DRC18-40SBE,2024M4,2249,106
DRC18-40SBE-P013,2024M4,21949,981
DRC18-40SC-P013,2024M4,3193,305
DRC18-40SCE-P013,2024M4,0,0
DRC20-50P01,2024M4,25893,2156
DRC20-50P02,2024M4,1317,88
DRC20-50P03,2024M4,986,40
DRC20-50P04,2024M4,1575,83
DRC20-50P05,2024M4,7544,423
DRC20-50P08,2024M4,6554,576
DRC20-60P05,2024M4,7942,609
DRC20-60P06,2024M4,8460,651
DRC22-40PA,2024M4,10129,711
DRC22-50P01,2024M4,21434,1157
DRC22-50P02,2024M4,9555,537
DRC22-50P03,2024M4,6398,321
DRC22-50P04,2024M4,2390,216
DRC22-50P05,2024M4,2258,203
DRC23-24PA,2024M4,18372,857
DRC23-24PB,2024M4,590,24
DRC23-40PA-N012,2024M4,79602,3541
DRC23-40PB-N010,2024M4,30390,2736
DRC23-40PB-N012,2024M4,56064,2380
DRC23-40PC-N012,2024M4,9193,325
DRC23-64PAA,2024M4,71957,2352
DRC23-64PAA-N010,2024M4,40220,2898
DRC23-80P,2024M4,33308,418
DRC26-24SA,2024M4,74899,9544
DRC26-24SB,2024M4,193,11
DRC26-38S01-P017,2024M4,41227,4054
DRC26-38S02-P017,2024M4,39203,4622
DRC26-40SA,2024M4,76845,10059
DRC26-40SA-L011,2024M4,36264,3554
DRC26-40SB,2024M4,20744,2570
DRC26-40SB-L011,2024M4,46378,4434
DRC26-50S01,2024M4,120306,12809
DRC26-50S02,2024M4,18631,1815
DRC26-50S03,2024M4,3567,314
DRC26-50S04,2024M4,44589,5010
DRC26-50S05,2024M4,4833,420
